event_date|actor                         |push_count|pr_count|total_commits|last_activity          |
2015-01-02|GrahamCampbell                |        80|      19|          238|2015-01-02 22:17:32.000|
2015-02-10|brianchandotcom               |        80|      52|          359|2015-02-10 23:59:58.000|
2015-01-08|RazgrizEzz                    |        80|       6|           95|2015-01-08 23:19:37.000|
2015-01-30|SamyPesse                     |        80|       5|           89|2015-01-30 21:25:27.000|
2015-01-15|jeff1evesque                  |        80|      46|          356|2015-01-15 20:06:52.000|
2015-01-15|Licho1                        |        80|      20|          124|2015-01-15 17:41:56.000|
2015-01-27|meatballhat                   |        80|       1|           80|2015-01-27 22:09:00.000|
2015-01-27|ianjsikora                    |        79|       1|           80|2015-01-27 22:23:56.000|
2015-01-28|gitter-badger                 |        79|      79|           79|2015-01-28 23:45:29.000|
2015-02-10|rudibroekhuizen               |        79|       5|           86|2015-02-10 19:42:49.000|
2015-02-11|mmoreram                      |        79|      10|          155|2015-02-11 19:15:26.000|
2015-01-11|openstack-gerrit              |        79|       1|          118|2015-01-11 23:59:52.000|
2015-01-16|brianchandotcom               |        79|      34|          297|2015-01-16 23:57:09.000|
2015-01-16|alexcrichton                  |        79|       8|          161|2015-01-16 23:57:52.000|
2015-01-23|taylorotwell                  |        79|      49|          120|2015-01-23 21:22:13.000|
2015-01-15|gitter-badger                 |        79|      75|           79|2015-01-15 23:51:52.000|
2015-02-07|cmsbuild                      |        79|       2|          222|2015-02-07 23:30:58.000|
2015-02-02|brianchandotcom               |        79|      41|          340|2015-02-02 23:36:59.000|
2015-01-29|max107                        |        78|       1|           85|2015-01-29 15:28:55.000|
2015-01-29|carloslozano                  |        78|       1|           89|2015-01-29 23:32:28.000|
2015-01-05|evoskuil                      |        78|      30|          147|2015-01-05 23:58:14.000|
2015-01-05|timfenney                     |        78|       1|           78|2015-01-05 22:58:43.000|
2015-01-13|zkat                          |        78|       1|         1152|2015-01-13 09:48:56.000|
2015-01-21|shintasmith                   |        77|       2|           58|2015-01-21 19:19:16.000|
2015-01-29|jfallows                      |        77|      63|          162|2015-01-29 23:31:24.000|
2015-01-14|Andresevix                    |        77|       1|           77|2015-01-14 23:59:24.000|
2015-01-19|larsiusprime                  |        77|       3|           80|2015-01-19 22:59:54.000|
2015-01-07|raphink                       |        77|       3|          107|2015-01-07 17:22:14.000|
2015-01-08|MartinLichtblau               |        77|       2|           85|2015-01-08 23:50:18.000|
2015-02-04|dstockwell                    |        77|       2|           83|2015-02-04 21:43:08.000|
2015-02-04|matejc                        |        76|       1|           77|2015-02-04 19:01:54.000|
2015-02-05|android-armv7a-belalang-tempur|        76|       4|          104|2015-02-05 22:04:57.000|
2015-02-14|dwr                           |        76|       1|           79|2015-02-14 21:06:46.000|
2015-01-10|mtthwhl                       |        76|       8|          118|2015-01-10 16:43:38.000|
2015-01-02|Arg0n4th                      |        76|      13|           95|2015-01-02 22:22:09.000|
2015-01-26|evoskuil                      |        76|       6|          148|2015-01-26 18:35:07.000|
2015-02-11|brianchandotcom               |        76|      41|          369|2015-02-11 23:59:45.000|
2015-01-07|cmsbuild                      |        76|       2|          164|2015-01-07 23:51:22.000|
2015-01-08|mhtsai1010                    |        76|       2|           79|2015-01-08 13:51:26.000|
2015-02-02|tboerger                      |        75|       1|          339|2015-02-02 16:38:55.000|
2015-01-28|zcbenz                        |        75|       3|          276|2015-01-28 23:52:23.000|
2015-01-20|fabpot                        |        75|      30|          354|2015-01-20 23:58:54.000|
2015-01-21|Hochy-Pokey                   |        75|       2|           16|2015-01-21 19:54:57.000|
2015-02-02|ngatmaitan                    |        75|       6|          121|2015-02-02 08:01:10.000|
2015-02-05|autolander                    |        75|      44|          126|2015-02-05 20:30:30.000|
2015-01-28|brianchandotcom               |        75|      36|          404|2015-01-28 23:50:27.000|
2015-02-10|gitter-badger                 |        75|      73|           75|2015-02-10 23:37:18.000|
2015-01-05|tejasmanohar                  |        75|      20|           92|2015-01-05 18:57:41.000|
2015-01-15|gnomesysadmins                |        74|       2|          135|2015-01-15 23:49:04.000|
2015-01-07|zbranzov                      |        74|      38|          164|2015-01-07 17:31:27.000|
2015-02-03|brianchandotcom               |        74|      29|          264|2015-02-03 23:59:31.000|
2015-02-03|raphink                       |        74|       2|           78|2015-02-03 15:55:56.000|
2015-02-14|Zame012                       |        74|      14|           86|2015-02-14 23:59:21.000|
2015-01-17|proycon                       |        74|       1|           76|2015-01-17 21:39:21.000|
2015-01-11|cmsbuild                      |        74|       3|          147|2015-01-11 23:31:42.000|
2015-02-10|naveensrinivasan              |        74|       3|           59|2015-02-10 21:01:20.000|
2015-02-04|raphink                       |        74|       4|           85|2015-02-04 14:40:25.000|
2015-02-05|kemitchell                    |        74|       1|          108|2015-02-05 23:54:48.000|
2015-01-28|gaborcsardi                   |        73|       1|           78|2015-01-28 23:44:27.000|
2015-01-19|gitter-badger                 |        73|      71|           73|2015-01-19 22:42:28.000|
2015-01-08|brianchandotcom               |        73|      37|          236|2015-01-08 23:33:58.000|
2015-01-08|cmsbuild                      |        73|       6|          218|2015-01-08 23:25:20.000|
2015-01-13|kevinsawicki                  |        73|       9|          207|2015-01-13 23:07:03.000|
2015-01-23|evoskuil                      |        73|      18|          154|2015-01-23 12:16:45.000|
2015-02-10|Desertsnowman                 |        73|       4|           73|2015-02-10 14:25:03.000|
2015-02-09|dkubb                         |        73|       2|          113|2015-02-09 22:48:42.000|
2015-01-17|bors                          |        73|       5|          264|2015-01-17 22:41:31.000|
2015-01-10|natdudley                     |        73|      64|          113|2015-01-10 06:26:27.000|
2015-01-23|ivanaszuber                   |        73|      16|          105|2015-01-23 20:48:08.000|
2015-01-31|tabrotest                     |        73|      32|           85|2015-01-31 22:49:32.000|
2015-01-18|pwmvx1289                     |        73|       8|          107|2015-01-18 15:57:22.000|
2015-02-01|cmsbuild                      |        73|       1|           84|2015-02-01 23:36:24.000|
2015-02-15|openstack-gerrit              |        72|       3|          110|2015-02-15 23:38:55.000|
2015-02-01|dougwilson                    |        72|       4|           98|2015-02-01 23:55:35.000|
2015-01-26|KalleDK                       |        72|       6|           91|2015-01-26 23:36:51.000|
2015-01-26|brianchandotcom               |        72|      38|          292|2015-01-26 23:36:13.000|
2015-02-06|yvaucher                      |        72|      47|          127|2015-02-06 16:32:56.000|
2015-02-13|flodolo                       |        72|      21|          201|2015-02-13 15:20:09.000|
2015-01-27|jeff1evesque                  |        72|      32|          233|2015-01-27 22:12:48.000|
2015-01-21|gvwilson                      |        72|      34|          362|2015-01-21 23:12:16.000|
2015-02-09|portableant                   |        72|      70|          118|2015-02-09 22:59:12.000|
2015-02-10|dca                           |        72|       4|           77|2015-02-10 18:09:43.000|
2015-01-23|mcanevet                      |        72|       2|           80|2015-01-23 15:29:02.000|
2015-01-02|prout-test-bot                |        72|     129|          144|2015-01-02 23:59:39.000|
2015-02-06|vsingleton                    |        71|       1|          279|2015-02-06 23:41:17.000|
2015-01-16|duritong                      |        71|       2|          290|2015-01-16 22:28:44.000|
2015-01-06|flodolo                       |        71|      10|          137|2015-01-06 19:53:22.000|
2015-01-05|temasek                       |        71|       9|          129|2015-01-05 23:51:06.000|
2015-01-09|twinaphex                     |        71|       5|           87|2015-01-09 23:58:47.000|
2015-01-13|Robbie1977                    |        71|      20|          204|2015-01-13 23:58:31.000|
2015-01-13|metadings                     |        71|      12|           89|2015-01-13 22:10:37.000|
2015-01-23|autolander                    |        71|      44|          129|2015-01-23 19:15:57.000|
2015-01-14|gitter-badger                 |        71|      71|           71|2015-01-14 23:14:06.000|
2015-02-10|alexcrichton                  |        71|       9|           91|2015-02-10 23:32:48.000|
2015-02-09|mbj                           |        71|       4|          165|2015-02-09 23:03:49.000|
2015-02-09|logi-26                       |        70|      11|           70|2015-02-09 23:59:15.000|
2015-02-06|cmurphy                       |        70|       4|          239|2015-02-06 21:30:55.000|
2015-02-13|vsingleton                    |        70|       1|          232|2015-02-13 23:21:09.000|
2015-02-13|wick-ed                       |        70|      49|          220|2015-02-13 23:44:48.000|
2015-02-13|felipufeliu                   |        70|       1|           71|2015-02-13 05:03:37.000|
2015-01-02|rafaelfranca                  |        70|      44|          120|2015-01-02 23:59:56.000|
2015-01-10|mietek                        |        70|       2|          158|2015-01-10 14:38:11.000|
2015-02-01|Nevtep                        |        70|       4|          116|2015-02-01 23:40:17.000|
2015-01-09|richwwm                       |        70|      15|           79|2015-01-09 14:17:48.000|
2015-01-23|CraZySacX                     |        70|       1|          140|2015-01-23 23:39:37.000|
2015-02-02|tunnckoCore                   |        70|       1|           50|2015-02-02 23:37:20.000|
2015-01-15|jvodan                        |        69|      26|          121|2015-01-15 23:11:54.000|
2015-01-04|nicolindemann                 |        69|      18|          237|2015-01-04 23:32:01.000|
2015-02-11|metadings                     |        69|       1|           73|2015-02-11 23:12:08.000|
2015-01-08|bors                          |        69|      15|          257|2015-01-08 23:19:52.000|
2015-01-19|android-armv7a-belalang-tempur|        69|       3|           71|2015-01-19 21:22:21.000|
2015-02-06|morganherlocker               |        69|       2|          131|2015-02-06 22:25:59.000|
2015-02-02|johnko                        |        69|       2|           74|2015-02-02 23:02:50.000|
2015-02-06|mbj                           |        69|       2|           69|2015-02-06 23:24:16.000|
2015-01-26|gitter-badger                 |        69|      68|           69|2015-01-26 23:33:22.000|
2015-01-25|fabpot                        |        69|      40|          328|2015-01-25 19:11:05.000|
2015-01-30|lemmy                         |        69|       1|           69|2015-01-30 20:23:34.000|
2015-01-14|gaborcsardi                   |        68|       3|           76|2015-01-14 22:17:31.000|
2015-01-12|tlovett1                      |        68|       2|          102|2015-01-12 20:19:46.000|
2015-01-07|jeff1evesque                  |        68|      60|          346|2015-01-07 21:03:11.000|
2015-01-03|Akatsuki-Ryu                  |        68|      12|          105|2015-01-03 23:30:43.000|
2015-01-02|AlexanderDzhoganov            |        68|      40|          155|2015-01-02 23:52:29.000|
2015-01-22|portableant                   |        68|      54|          119|2015-01-22 21:36:16.000|
2015-02-09|pjedrzejewski                 |        68|       5|           90|2015-02-09 22:38:03.000|
2015-02-05|svn2github                    |        68|       1|           82|2015-02-05 23:55:41.000|
2015-02-05|evoskuil                      |        68|       5|          114|2015-02-05 12:11:34.000|
2015-02-04|bors                          |        68|       8|          338|2015-02-04 23:28:00.000|
2015-02-05|ashumeow                      |        68|       4|           99|2015-02-05 23:51:26.000|
2015-01-31|jfallows                      |        68|      41|          146|2015-01-31 21:25:16.000|
2015-02-08|tklengyel                     |        67|       1|           71|2015-02-08 23:19:22.000|
2015-01-18|alexcrichton                  |        67|       2|           68|2015-01-18 22:50:57.000|
2015-01-24|leitchc                       |        67|      16|          117|2015-01-24 23:17:42.000|
2015-02-11|kevinsawicki                  |        67|       5|          161|2015-02-11 23:21:34.000|
2015-02-11|tomwhite                      |        67|       3|           72|2015-02-11 20:42:42.000|
2015-01-08|paultesteur                   |        67|      38|           70|2015-01-08 04:17:40.000|
2015-01-07|kwiznia                       |        67|      10|          123|2015-01-07 11:35:53.000|
2015-01-20|gaborcsardi                   |        67|       1|           68|2015-01-20 23:44:29.000|
2015-02-12|nWidart                       |        67|      10|          160|2015-02-12 20:58:36.000|
2015-02-04|gaborcsardi                   |        67|       2|           68|2015-02-04 23:22:39.000|
2015-01-09|EnoF                          |        67|       2|           94|2015-01-09 22:46:46.000|
2015-01-25|bwang95                       |        67|      52|          212|2015-01-25 21:02:14.000|
2015-01-06|sebmck                        |        66|       7|          105|2015-01-06 22:07:14.000|
2015-02-15|fwartner                      |        66|      51|           92|2015-02-15 20:48:29.000|
2015-02-15|dougwilson                    |        66|       3|           69|2015-02-15 23:36:59.000|
2015-01-13|xtraeme                       |        66|       1|          111|2015-01-13 20:09:06.000|
2015-01-15|raviosc                       |        66|      66|          103|2015-01-15 12:02:29.000|
2015-01-30|gnomesysadmins                |        66|       1|          122|2015-01-30 23:31:59.000|
